id,text,platform,topic,time_of_day,text_length,has_emoji,word_count,contains_punctuation_emphasis,emotion
11523,We hit a goal everyone said was unrealistic. Feels good to be unrealistic.,twitter,health,afternoon,74,False,13,False,pride
11524,My mentor is leaving the company. Genuinely one of the best people here.,chat,work,evening,72,False,13,False,disappointment
11525,I reviewed the document. A few minor edits noted in the comments.,chat,personal,morning,65,False,12,False,neutral
11526,Got a handwritten thank you note from a customer. Framed it..,chat,social,night,61,False,11,False,joy
11527,My order shows delivered but there is nothing at my door.,twitter,customer_service,night,57,False,11,False,frustration
11528,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",support_ticket,finance,evening,77,False,14,False,sarcasm
11529,My order arrived a day early and everything was perfect.,support_ticket,work,night,56,False,10,False,joy
11530,Your subscription renews on the 15th of next month.,support_ticket,finance,night,51,False,9,False,neutral
11531,Love being told to clear my cache. Never heard that one before.,support_ticket,finance,morning,63,False,12,False,sarcasm
11532,The product we shipped is being used by people I've never met. Surreal.,review,social,evening,71,False,13,False,pride
11533,The update broke the one feature I actually used.,chat,health,afternoon,49,False,9,False,frustration
11534,Replied to this exact email three times now. Does anyone actually read these? Honestly.,twitter,social,morning,87,False,14,True,frustration
11535,Finally got accepted to the program I applied to three times.,support_ticket,finance,evening,61,False,11,False,excitement
11536,Love how the error message just says 'something went wrong'. So helpful.,chat,social,evening,72,False,12,False,sarcasm
11537,Expected a lot more based on the reviews. It's fine. Just fine.,review,work,morning,63,False,12,False,disappointment
11538,We hit 10k users today. Started this project alone in my bedroom.,chat,tech,evening,65,False,12,False,excitement
11539,Thanks for the 'fix'. The bug is now in a different place.,support_ticket,finance,morning,58,False,12,False,sarcasm
11540,The office will be closed on Friday for the public holiday.,chat,tech,night,59,False,11,False,neutral
11541,Just got the call. We're in. Season starts in two months.,chat,health,afternoon,57,False,11,False,excitement
11542,The product we shipped is being used by people I've never met. Surreal.,chat,work,afternoon,71,False,13,False,pride
11543,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",chat,customer_service,afternoon,77,False,14,False,sarcasm
11544,Nominated for the award by my peers. Means more than any other kind.,twitter,work,evening,68,False,13,False,pride
11545,Love being told to clear my cache. Never heard that one before.,support_ticket,customer_service,night,63,False,12,False,sarcasm
11546,Another terms and conditions update. Can't wait to not read it. Honestly.,support_ticket,tech,evening,73,False,12,False,sarcasm
11547,The form won't let me proceed without a field that doesn't apply to me.,support_ticket,product_feedback,night,71,False,14,False,frustration
11548,The update broke the one feature I actually used. Really.,review,social,evening,57,False,10,False,frustration
11549,Waiting for feedback on the proposal. Refreshing my inbox every ten minutes.,support_ticket,social,night,76,False,12,False,anxiety
11550,Attached is the updated version of the report.,review,health,afternoon,46,False,8,False,neutral
11551,My order arrived a day early and everything was perfect.!,review,personal,afternoon,57,False,10,True,joy
11552,The beta just went live. Watching signups come in real time. Insane.,chat,work,morning,68,False,12,False,excitement
11553,Three stars. Not bad. But I wanted it to be great.,support_ticket,work,afternoon,50,False,11,False,disappointment
11554,The upgrade honestly isn't worth it at this price..,twitter,customer_service,evening,51,False,9,False,disappointment
11555,My order shows delivered but there is nothing at my door.,chat,finance,night,57,False,11,False,frustration
11556,Deadline is in four hours and I'm still not confident this is ready.,support_ticket,health,afternoon,68,False,13,False,anxiety
11557,Random act of kindness from a stranger today. Restored my faith. Honestly.,review,personal,afternoon,74,False,12,False,joy
11558,Launching publicly tomorrow. What if nobody shows up.,twitter,finance,evening,53,False,8,False,anxiety
11559,The product we shipped is being used by people I've never met. Surreal.,review,customer_service,morning,71,False,13,False,pride
11560,Can't sleep again. Running through every possible thing that could go wrong.,review,health,afternoon,76,False,12,False,anxiety
11561,My favorite is when the loading spinner just spins forever. Very zen.,review,finance,night,69,False,12,False,sarcasm
11562,I'll send over the details once I have them confirmed.,chat,health,afternoon,54,False,10,False,neutral
11563,Love how the error message just says 'something went wrong'. So helpful.,support_ticket,work,night,72,False,12,False,sarcasm
11564,I'll send over the details once I have them confirmed.,support_ticket,finance,afternoon,54,False,10,False,neutral
11565,I reviewed the document. A few minor edits noted in the comments.,chat,health,night,65,False,12,False,neutral
11566,Company retreat next week. First time the whole team meets in person.!,support_ticket,personal,night,70,False,12,True,excitement
11567,New phone ships tomorrow. Haven't slept properly thinking about it.,support_ticket,work,evening,67,False,10,False,excitement
11568,I followed the instructions exactly. It still doesn't work. What am I missing.,support_ticket,social,night,78,False,13,False,frustration
11569,My order shows delivered but there is nothing at my door.,support_ticket,finance,afternoon,57,False,11,False,frustration
11570,They added a dark mode. Pity about everything else.,twitter,product_feedback,morning,51,False,9,False,sarcasm
11571,Another terms and conditions update. Can't wait to not read it.,support_ticket,product_feedback,morning,63,False,11,False,sarcasm
11572,My favorite is when the loading spinner just spins forever. Very zen.!,twitter,health,afternoon,70,False,12,True,sarcasm
11573,The beta just went live. Watching signups come in real time. Insane.,review,tech,night,68,False,12,False,excitement
11574,My parents watched me give the keynote. Worth every practice run. Honestly.,review,personal,night,75,False,12,False,pride
11575,Got a handwritten thank you note from a customer. Framed it.!,support_ticket,tech,afternoon,61,False,11,True,joy
11576,"Oh great, another update that changed everything I already knew how to use.",review,personal,afternoon,75,False,13,False,sarcasm
11577,The form won't let me proceed without a field that doesn't apply to me. Honestly.,chat,work,morning,81,False,15,False,frustration
11578,My order arrived a day early and everything was perfect.,chat,finance,night,56,False,10,False,joy
11579,The food was so good I ordered the same thing twice.,twitter,tech,afternoon,52,False,11,False,joy
11580,Got the feedback. A lot of it was fair. Still hard to read. Really.,twitter,health,afternoon,67,False,14,False,disappointment
11581,Love being told to clear my cache. Never heard that one before.,chat,social,afternoon,63,False,12,False,sarcasm
11582,The leaderboard just updated and we moved to #2. LETS GO.,twitter,social,night,57,False,11,False,excitement
11583,Your account has been created. You can log in with the email provided.,review,social,afternoon,70,False,13,False,neutral
11584,First time ever finishing in the top 10. Years of training paid off.,twitter,work,night,68,False,13,False,pride
11585,Three stars. Not bad. But I wanted it to be great.,review,tech,afternoon,50,False,11,False,disappointment
11586,They reduced the portion size and kept the price the same. Classic.,support_ticket,product_feedback,morning,67,False,12,False,disappointment
11587,First run in weeks and I feel like a new person.,review,social,evening,48,False,11,False,joy
11588,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",twitter,personal,afternoon,77,False,14,False,sarcasm
11589,Another terms and conditions update. Can't wait to not read it.!,twitter,health,evening,64,False,11,True,sarcasm
11590,My visa got approved. Moving to a new country in 6 weeks.,chat,customer_service,afternoon,57,False,12,False,excitement
11591,"Oh great, another update that changed everything I already knew how to use. Not sure what to think.",review,tech,morning,99,False,18,False,sarcasm
